,seqlength,par1_size,par2_size,RF,F1,runtime
56,100,230,335,26,98.84751773049645,1.966041088104248
57,100,296,269,24,98.93617021276596,1.9086275100708008
58,100,315,250,24,98.93617021276596,2.0399169921875
59,100,317,248,24,98.93617021276596,2.043903112411499
60,100,328,237,28,98.75886524822694,2.0896852016448975
61,100,331,234,28,98.75886524822694,2.09875226020813
62,100,335,230,32,98.58156028368793,2.086566209793091
63,100,336,229,4,99.82269503546101,2.0959177017211914
64,100,343,222,6,99.7340425531915,2.113976240158081
65,100,356,209,32,98.58156028368793,2.150796890258789
66,100,358,207,32,98.58156028368793,2.155303478240967
67,100,361,204,32,98.58156028368793,2.0598666667938232
68,100,55,510,24,98.93617021276596,3.087463617324829
69,100,59,506,24,98.93617021276596,3.0599095821380615
70,100,67,498,22,99.02482269503547,2.9645814895629883
71,100,77,488,28,98.75886524822694,2.8593084812164307
72,100,98,467,4,99.82269503546101,2.6909825801849365
73,100,99,466,4,99.82269503546101,2.6665263175964355
74,100,108,457,6,99.7340425531915,2.7044641971588135
75,100,110,455,8,99.64539007092199,2.577672243118286
76,100,113,452,10,99.55673758865247,2.5412142276763916
77,100,117,448,12,99.46808510638297,2.573723554611206
78,100,118,447,12,99.46808510638297,2.6380867958068848
79,100,119,446,24,98.93617021276596,2.636284112930298
80,100,121,444,24,98.93617021276596,2.6378695964813232
81,100,123,442,8,99.64539007092199,2.605700731277466
82,100,152,413,6,99.7340425531915,2.4137825965881348
83,100,153,412,6,99.7340425531915,2.415281295776367
84,100,154,411,30,98.67021276595744,2.399437665939331
85,100,195,370,20,99.11347517730496,2.1866962909698486
86,400,66,499,10,99.55673758865247,2.9423017501831055
87,400,56,509,4,99.82269503546101,3.085134506225586
88,400,58,507,4,99.82269503546101,3.0602610111236572
89,400,60,505,12,99.46808510638297,3.158287286758423
90,400,99,466,12,99.46808510638297,2.816469192504883
91,400,102,463,2,99.91134751773049,2.7646737098693848
92,400,107,458,4,99.82269503546101,2.722611427307129
93,400,109,456,10,99.55673758865247,2.7215607166290283
94,400,125,440,2,99.91134751773049,2.5844757556915283
95,400,126,439,4,99.82269503546101,2.579885482788086
96,400,133,432,22,99.02482269503547,2.530745029449463
97,400,70,495,18,99.20212765957446,2.9712626934051514
98,400,203,362,20,99.11347517730496,2.067572593688965
99,400,230,335,6,99.7340425531915,1.9948086738586426
100,400,296,269,6,99.7340425531915,1.9265508651733398
101,400,315,250,4,99.82269503546101,1.9455180168151855
102,400,317,248,4,99.82269503546101,2.039806365966797
103,400,328,237,6,99.7340425531915,2.0916731357574463
104,400,331,234,4,99.82269503546101,2.09694504737854
105,400,335,230,4,99.82269503546101,2.1081748008728027
106,400,336,229,10,99.55673758865247,2.1101934909820557
107,400,343,222,6,99.7340425531915,2.1245315074920654
108,400,356,209,2,99.91134751773049,2.1524746417999268
109,400,358,207,6,99.7340425531915,2.17364764213562
110,400,361,204,4,99.82269503546101,2.1896109580993652
111,400,55,510,18,99.20212765957446,3.0918498039245605
112,400,59,506,20,99.11347517730496,3.0265722274780273
113,400,67,498,14,99.37943262411348,2.9425859451293945
114,400,77,488,12,99.46808510638297,2.871523857116699
115,400,98,467,6,99.7340425531915,2.806112289428711
116,400,99,466,10,99.55673758865247,2.787724494934082
117,400,108,457,2,99.91134751773049,2.7261641025543213
118,400,110,455,6,99.7340425531915,2.699326753616333
119,400,113,452,4,99.82269503546101,2.6740853786468506
120,400,117,448,14,99.37943262411348,2.6507768630981445
121,400,118,447,8,99.64539007092199,2.631681203842163
122,400,119,446,8,99.64539007092199,2.6437394618988037
123,400,121,444,8,99.64539007092199,2.50925612449646
124,400,123,442,8,99.64539007092199,2.4985740184783936
125,400,152,413,6,99.7340425531915,2.3074467182159424
126,400,153,412,30,98.67021276595744,2.306698799133301
127,400,154,411,30,98.67021276595744,2.29410719871521
128,400,195,370,8,99.64539007092199,2.097066879272461
129,600,66,499,6,99.7340425531915,3.025554656982422
130,600,56,509,2,99.91134751773049,3.0912282466888428
131,600,58,507,2,99.91134751773049,3.2012593746185303
132,600,60,505,6,99.7340425531915,3.0318093299865723
133,600,99,466,10,99.55673758865247,2.71687388420105
134,600,102,463,4,99.82269503546101,2.777759313583374
135,600,107,458,4,99.82269503546101,2.618229866027832
136,600,109,456,12,99.46808510638297,2.6358768939971924
137,600,125,440,20,99.11347517730496,2.625027894973755
138,600,126,439,18,99.20212765957446,2.4575111865997314
139,600,133,432,16,99.29078014184397,2.4313552379608154
140,600,70,495,6,99.7340425531915,3.073408603668213
141,600,203,362,18,99.20212765957446,2.0848422050476074
142,600,230,335,6,99.7340425531915,1.9952688217163086
143,600,296,269,10,99.55673758865247,1.9439451694488525
144,600,315,250,10,99.55673758865247,1.9511690139770508
145,600,317,248,2,99.91134751773049,1.957834243774414
146,600,328,237,4,99.82269503546101,1.9791991710662842
147,600,331,234,4,99.82269503546101,1.967905044555664
148,600,335,230,6,99.7340425531915,1.997199535369873
149,600,336,229,4,99.82269503546101,2.0242788791656494
150,600,343,222,4,99.82269503546101,2.1325249671936035
151,600,356,209,2,99.91134751773049,2.1369540691375732
152,600,358,207,6,99.7340425531915,2.0396435260772705
153,600,361,204,8,99.64539007092199,2.050506114959717
154,600,55,510,10,99.55673758865247,3.2315902709960938
155,600,59,506,12,99.46808510638297,3.1106350421905518
156,600,67,498,8,99.64539007092199,2.9503726959228516
157,600,77,488,4,99.82269503546101,2.9577693939208984
158,600,98,467,6,99.7340425531915,2.803117036819458
159,600,99,466,2,99.91134751773049,2.6951253414154053
160,600,108,457,2,99.91134751773049,2.5738565921783447
161,600,110,455,10,99.55673758865247,2.692929744720459
162,600,113,452,4,99.82269503546101,2.7031431198120117
163,600,117,448,4,99.82269503546101,2.5430946350097656
164,600,118,447,6,99.7340425531915,2.514050245285034
165,600,119,446,4,99.82269503546101,2.6322097778320312
166,600,121,444,4,99.82269503546101,2.617960214614868
167,600,123,442,4,99.82269503546101,2.539684295654297
168,600,152,413,4,99.82269503546101,2.3093349933624268
169,600,153,412,6,99.7340425531915,2.3049204349517822
170,600,154,411,8,99.64539007092199,2.2892496585845947
171,600,195,370,4,99.82269503546101,2.1035988330841064
172,800,66,499,10,99.55673758865247,2.96948504447937
173,800,56,509,2,99.91134751773049,3.217576026916504
174,800,58,507,12,99.46808510638297,3.189486026763916
175,800,60,505,8,99.64539007092199,3.1373660564422607
176,800,99,466,8,99.64539007092199,2.66550874710083
177,800,102,463,4,99.82269503546101,2.6515443325042725
178,800,107,458,4,99.82269503546101,2.7438082695007324
179,800,109,456,2,99.91134751773049,2.7178127765655518
180,800,125,440,2,99.91134751773049,2.668267250061035
181,800,126,439,16,99.29078014184397,2.581637382507324
182,800,133,432,16,99.29078014184397,2.5264840126037598
183,800,70,495,12,99.46808510638297,3.0779945850372314
184,800,203,362,16,99.29078014184397,2.178764820098877
185,800,230,335,6,99.7340425531915,2.1043286323547363
186,800,296,269,6,99.7340425531915,2.0324552059173584
187,800,315,250,2,99.91134751773049,2.0433719158172607
188,800,317,248,0,100.0,2.1747114658355713
189,800,328,237,4,99.82269503546101,2.143791675567627
190,800,331,234,8,99.64539007092199,2.113231897354126
191,800,335,230,2,99.91134751773049,2.1182281970977783
192,800,336,229,0,100.0,2.0228114128112793
193,800,343,222,4,99.82269503546101,1.996830701828003
194,800,356,209,0,100.0,2.0330569744110107
195,800,358,207,2,99.91134751773049,2.144752264022827
196,800,361,204,4,99.82269503546101,2.318491220474243
197,800,55,510,12,99.46808510638297,3.209644317626953
198,800,59,506,14,99.37943262411348,3.1196141242980957
199,800,67,498,14,99.37943262411348,2.9633562564849854
200,800,77,488,4,99.82269503546101,2.8635733127593994
201,800,98,467,4,99.82269503546101,2.7849364280700684
202,800,99,466,2,99.91134751773049,2.7782371044158936
203,800,108,457,2,99.91134751773049,2.734224319458008
204,800,110,455,10,99.55673758865247,2.7068982124328613
205,800,113,452,4,99.82269503546101,2.556161880493164
206,800,117,448,0,100.0,2.5790328979492188
207,800,118,447,12,99.46808510638297,2.6571836471557617
208,800,119,446,10,99.55673758865247,2.630863904953003
209,800,121,444,10,99.55673758865247,2.6212284564971924
210,800,123,442,8,99.64539007092199,2.4757630825042725
211,800,152,413,4,99.82269503546101,2.2910807132720947
212,800,153,412,0,100.0,2.4640519618988037
213,800,154,411,2,99.91134751773049,2.3928258419036865
214,800,195,370,4,99.82269503546101,2.208854913711548
215,1000,66,499,2,99.91134751773049,2.954890727996826
216,1000,56,509,2,99.91134751773049,3.2199463844299316
217,1000,58,507,0,100.0,3.215766191482544
218,1000,60,505,4,99.82269503546101,3.1724071502685547
219,1000,99,466,6,99.7340425531915,2.7869179248809814
220,1000,102,463,2,99.91134751773049,2.7633893489837646
221,1000,107,458,4,99.82269503546101,2.586275815963745
222,1000,109,456,6,99.7340425531915,2.587686061859131
223,1000,125,440,0,100.0,2.4964840412139893
224,1000,126,439,2,99.91134751773049,2.5968880653381348
225,1000,133,432,16,99.29078014184397,2.524730682373047
226,1000,70,495,4,99.82269503546101,3.0746772289276123
227,1000,203,362,16,99.29078014184397,2.181687831878662
228,1000,230,335,4,99.82269503546101,2.1258764266967773
229,1000,296,269,2,99.91134751773049,2.0134379863739014
230,1000,315,250,0,100.0,1.9396641254425049
231,1000,317,248,0,100.0,1.943737506866455
232,1000,328,237,10,99.55673758865247,1.9569313526153564
233,1000,331,234,10,99.55673758865247,2.0375962257385254
234,1000,335,230,2,99.91134751773049,2.111931562423706
235,1000,336,229,6,99.7340425531915,2.1118102073669434
236,1000,343,222,6,99.7340425531915,2.1477301120758057
237,1000,356,209,2,99.91134751773049,2.1637837886810303
238,1000,358,207,0,100.0,2.160515308380127
239,1000,361,204,6,99.7340425531915,2.1804237365722656
240,1000,55,510,14,99.37943262411348,3.0759825706481934
241,1000,59,506,8,99.64539007092199,3.1840522289276123
242,1000,67,498,8,99.64539007092199,2.9656779766082764
243,1000,77,488,6,99.7340425531915,2.9699244499206543
244,1000,98,467,6,99.7340425531915,2.822266101837158
