,seqlength,par1_size,par2_size,RF,F1,runtime
0,50,66,499,22,99.02482269503547,3.560067653656006
1,50,56,509,30,98.67021276595744,2.851092576980591
2,50,58,507,30,98.67021276595744,2.8580379486083984
3,50,60,505,30,98.67021276595744,2.8275701999664307
4,50,99,466,30,98.67021276595744,2.510420322418213
5,50,102,463,28,98.75886524822694,2.4695990085601807
6,50,107,458,28,98.75886524822694,2.404689311981201
7,50,109,456,28,98.75886524822694,2.385808229446411
8,50,125,440,30,98.67021276595744,2.307745933532715
9,50,126,439,26,98.84751773049645,2.281501054763794
10,50,133,432,18,99.20212765957446,2.2550339698791504
11,50,70,495,12,99.46808510638297,2.717904806137085
12,50,203,362,32,98.58156028368793,1.9249989986419678
13,50,230,335,34,98.49290780141844,1.8599627017974854
14,50,296,269,24,98.93617021276596,1.799464225769043
15,50,315,250,30,98.67021276595744,1.7954444885253906
16,50,317,248,30,98.67021276595744,1.8167688846588135
17,50,328,237,30,98.67021276595744,1.8363215923309326
18,50,331,234,30,98.67021276595744,1.8379724025726318
19,50,335,230,26,98.84751773049645,1.8333172798156738
20,50,336,229,34,98.49290780141844,1.855484962463379
21,50,343,222,34,98.49290780141844,1.9537546634674072
22,50,356,209,22,99.02482269503547,1.9105920791625977
23,50,358,207,26,98.84751773049645,1.9106314182281494
24,50,361,204,22,99.02482269503547,1.920287847518921
25,50,55,510,22,99.02482269503547,2.881976842880249
26,50,59,506,22,99.02482269503547,2.8475074768066406
27,50,67,498,26,98.84751773049645,2.7561843395233154
28,50,77,488,12,99.46808510638297,2.6328976154327393
29,50,98,467,18,99.20212765957446,2.5016775131225586
30,50,99,466,12,99.46808510638297,2.452824592590332
31,50,108,457,20,99.11347517730496,2.4187803268432617
32,50,110,455,20,99.11347517730496,2.4073925018310547
33,50,113,452,20,99.11347517730496,2.357238531112671
34,50,117,448,46,97.96099290780141,2.3589417934417725
35,50,118,447,26,98.84751773049645,2.3549633026123047
36,50,119,446,26,98.84751773049645,2.3417930603027344
37,50,121,444,24,98.93617021276596,2.4444544315338135
38,50,123,442,24,98.93617021276596,2.3175666332244873
39,50,152,413,24,98.93617021276596,2.1410951614379883
40,50,153,412,24,98.93617021276596,2.156965732574463
41,50,154,411,24,98.93617021276596,2.1488330364227295
42,50,195,370,30,98.67021276595744,1.9495749473571777
43,100,66,499,22,99.02482269503547,2.744643449783325
44,100,56,509,16,99.29078014184397,2.896237373352051
45,100,58,507,10,99.55673758865247,2.8726139068603516
46,100,60,505,10,99.55673758865247,2.8892030715942383
47,100,99,466,16,99.29078014184397,2.5561537742614746
48,100,102,463,16,99.29078014184397,2.5111448764801025
49,100,107,458,6,99.7340425531915,2.407472610473633
50,100,109,456,12,99.46808510638297,2.529322385787964
51,100,125,440,4,99.82269503546101,2.306764602661133
52,100,126,439,2,99.91134751773049,2.3339080810546875
53,100,133,432,16,99.29078014184397,2.261542558670044
54,100,70,495,12,99.46808510638297,2.7172443866729736
55,100,203,362,12,99.46808510638297,1.934309482574463
56,100,230,335,14,99.37943262411348,1.8567743301391602
57,100,296,269,16,99.29078014184397,1.8027980327606201
58,100,315,250,24,98.93617021276596,1.8192851543426514
59,100,317,248,24,98.93617021276596,1.8031132221221924
60,100,328,237,8,99.64539007092199,1.8408279418945312
61,100,331,234,6,99.7340425531915,1.828336238861084
62,100,335,230,2,99.91134751773049,1.854443073272705
63,100,336,229,4,99.82269503546101,1.8673555850982666
64,100,343,222,8,99.64539007092199,1.8792812824249268
65,100,356,209,4,99.82269503546101,1.8995990753173828
66,100,358,207,4,99.82269503546101,1.9072649478912354
67,100,361,204,6,99.7340425531915,1.9190289974212646
68,100,55,510,14,99.37943262411348,2.880080461502075
69,100,59,506,14,99.37943262411348,2.8303048610687256
70,100,67,498,14,99.37943262411348,2.726621389389038
71,100,77,488,18,99.20212765957446,2.6654388904571533
72,100,98,467,12,99.46808510638297,2.499660015106201
73,100,99,466,12,99.46808510638297,2.489788055419922
74,100,108,457,12,99.46808510638297,2.395392417907715
75,100,110,455,12,99.46808510638297,2.408693790435791
76,100,113,452,12,99.46808510638297,2.3564579486846924
77,100,117,448,14,99.37943262411348,2.3504137992858887
78,100,118,447,2,99.91134751773049,2.364563226699829
79,100,119,446,2,99.91134751773049,2.342517375946045
80,100,121,444,16,99.29078014184397,2.3327949047088623
81,100,123,442,16,99.29078014184397,2.313502311706543
82,100,152,413,16,99.29078014184397,2.1405999660491943
83,100,153,412,16,99.29078014184397,2.1143016815185547
84,100,154,411,26,98.84751773049645,2.1102218627929688
85,100,195,370,24,98.93617021276596,1.9464120864868164
86,400,66,499,8,99.64539007092199,2.739849090576172
87,400,56,509,4,99.82269503546101,2.846160411834717
88,400,58,507,4,99.82269503546101,2.8593273162841797
89,400,60,505,6,99.7340425531915,2.801447629928589
90,400,99,466,16,99.29078014184397,2.4864251613616943
91,400,102,463,12,99.46808510638297,2.4449539184570312
92,400,107,458,4,99.82269503546101,2.4329910278320312
93,400,109,456,8,99.64539007092199,2.389345645904541
94,400,125,440,14,99.37943262411348,2.326056718826294
95,400,126,439,12,99.46808510638297,2.2980101108551025
96,400,133,432,12,99.46808510638297,2.2324819564819336
97,400,70,495,24,98.93617021276596,2.7150166034698486
98,400,203,362,30,98.67021276595744,2.034701347351074
99,400,230,335,18,99.20212765957446,1.874155044555664
100,400,296,269,18,99.20212765957446,1.8088679313659668
101,400,315,250,18,99.20212765957446,1.8016371726989746
102,400,317,248,22,99.02482269503547,1.8248188495635986
103,400,328,237,26,98.84751773049645,1.843064546585083
104,400,331,234,8,99.64539007092199,1.851412057876587
105,400,335,230,4,99.82269503546101,1.8602371215820312
106,400,336,229,4,99.82269503546101,1.9581248760223389
107,400,343,222,6,99.7340425531915,1.9138526916503906
108,400,356,209,6,99.7340425531915,1.9527473449707031
109,400,358,207,2,99.91134751773049,1.9440395832061768
110,400,361,204,6,99.7340425531915,1.9922966957092285
111,400,55,510,14,99.37943262411348,3.022240400314331
112,400,59,506,18,99.20212765957446,2.9811456203460693
113,400,67,498,14,99.37943262411348,2.8881070613861084
114,400,77,488,12,99.46808510638297,2.926201343536377
115,400,98,467,2,99.91134751773049,2.630070447921753
116,400,99,466,14,99.37943262411348,2.6144442558288574
117,400,108,457,10,99.55673758865247,2.5609922409057617
118,400,110,455,10,99.55673758865247,2.524162530899048
119,400,113,452,4,99.82269503546101,2.3933589458465576
120,400,117,448,14,99.37943262411348,2.3462140560150146
121,400,118,447,8,99.64539007092199,2.3345091342926025
122,400,119,446,6,99.7340425531915,2.4843640327453613
123,400,121,444,6,99.7340425531915,2.354264974594116
124,400,123,442,4,99.82269503546101,2.317274808883667
125,400,152,413,6,99.7340425531915,2.145691394805908
126,400,153,412,8,99.64539007092199,2.1351497173309326
127,400,154,411,24,98.93617021276596,2.135233163833618
128,400,195,370,4,99.82269503546101,1.9304141998291016
129,600,66,499,8,99.64539007092199,2.7657275199890137
130,600,56,509,2,99.91134751773049,2.8763437271118164
131,600,58,507,2,99.91134751773049,2.8625943660736084
132,600,60,505,4,99.82269503546101,2.8341140747070312
133,600,99,466,4,99.82269503546101,2.50657057762146
134,600,102,463,2,99.91134751773049,2.467973470687866
135,600,107,458,10,99.55673758865247,2.4306085109710693
136,600,109,456,10,99.55673758865247,2.422684907913208
137,600,125,440,14,99.37943262411348,2.307098627090454
138,600,126,439,12,99.46808510638297,2.3290982246398926
139,600,133,432,12,99.46808510638297,2.2564010620117188
140,600,70,495,8,99.64539007092199,2.7687909603118896
141,600,203,362,8,99.64539007092199,1.935102939605713
142,600,230,335,8,99.64539007092199,1.858818769454956
143,600,296,269,8,99.64539007092199,1.8079159259796143
144,600,315,250,14,99.37943262411348,1.824711561203003
145,600,317,248,14,99.37943262411348,1.8266000747680664
146,600,328,237,14,99.37943262411348,1.826049566268921
147,600,331,234,16,99.29078014184397,1.8500010967254639
148,600,335,230,6,99.7340425531915,1.8599257469177246
149,600,336,229,10,99.55673758865247,1.8643982410430908
150,600,343,222,6,99.7340425531915,1.8783683776855469
151,600,356,209,6,99.7340425531915,1.9379875659942627
152,600,358,207,8,99.64539007092199,1.9380102157592773
153,600,361,204,8,99.64539007092199,1.9286997318267822
154,600,55,510,16,99.29078014184397,2.8968968391418457
155,600,59,506,12,99.46808510638297,2.8507537841796875
156,600,67,498,16,99.29078014184397,2.7546849250793457
157,600,77,488,8,99.64539007092199,2.672764778137207
158,600,98,467,4,99.82269503546101,2.5024499893188477
159,600,99,466,2,99.91134751773049,2.4959468841552734
160,600,108,457,0,100.0,2.4247100353240967
161,600,110,455,2,99.91134751773049,2.4102556705474854
162,600,113,452,4,99.82269503546101,2.397204875946045
163,600,117,448,2,99.91134751773049,2.3317511081695557
164,600,118,447,6,99.7340425531915,2.3804690837860107
165,600,119,446,4,99.82269503546101,2.3968069553375244
166,600,121,444,4,99.82269503546101,2.3730223178863525
167,600,123,442,4,99.82269503546101,2.3399059772491455
168,600,152,413,4,99.82269503546101,2.126178503036499
169,600,153,412,24,98.93617021276596,2.1338553428649902
170,600,154,411,24,98.93617021276596,2.136446952819824
171,600,195,370,6,99.7340425531915,1.9384608268737793
172,800,66,499,4,99.82269503546101,2.742818832397461
173,800,56,509,4,99.82269503546101,2.8509082794189453
174,800,58,507,2,99.91134751773049,2.846886157989502
175,800,60,505,12,99.46808510638297,2.830198049545288
176,800,99,466,8,99.64539007092199,2.4945075511932373
177,800,102,463,2,99.91134751773049,2.468151569366455
178,800,107,458,4,99.82269503546101,2.452664852142334
